lemma,token,tag,morph,picto,picto_bw
21:50,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_50.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_50.png
21:55,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_55.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_09_55.png
22:00,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_00.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_00.png
22:05,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_05.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_05.png
22:10,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_10.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_10.png
22:15,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_15.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_15.png
22:20,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_20.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_20.png
22:25,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_25.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_25.png
22:30,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_30.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_30.png
22:35,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_35.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_35.png
22:40,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_40.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_40.png
22:45,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_45.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_45.png
22:50,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_50.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_50.png
22:55,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_55.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_10_55.png
23:00,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_00.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_00.png
23:05,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_05.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_05.png
23:10,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_10.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_10.png
23:15,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_15.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_15.png
23:20,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_20.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_20.png
23:25,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_25.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_25.png
23:30,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_30.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_30.png
23:35,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_35.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_35.png
23:40,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_40.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_40.png
23:45,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_45.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_45.png
23:50,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_50.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_50.png
23:55,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_55.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\uhr_11_55.png
um,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\um.png,
vor,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\vor_zeit.png,
vorgestern,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\vorgestern.png,
vorher,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\vorhin.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\vorhin2.png
vorhin,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\vorhin.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\vorhin2.png
zuletzt,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\zuletzt.png,
verspätet,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\zuspaet.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\zuspaetSW.png
zu spät,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\zuspaet.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\zuspaetSW.png
zwischendrin,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\zwischendrin.png,
zwischendurch,,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Zeit\zwischendurch.png,
,!,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Buchstaben_Schreiben\_ausrufungszeichen.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Buchstaben_Schreiben\_ausrufungszeichen.png
,:,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Buchstaben_Schreiben\_doppelpunkt.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Buchstaben_Schreiben\_doppelpunkt.png
,?,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Buchstaben_Schreiben\_fragezeichen.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Buchstaben_Schreiben\_fragezeichen.png
,",",,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Buchstaben_Schreiben\_komma.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Buchstaben_Schreiben\_komma.png
,.,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Buchstaben_Schreiben\_punkt.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Buchstaben_Schreiben\_punkt.png
,/,,,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Buchstaben_Schreiben\_schraegstrich.png,METACOM_Symbole\Symbole_PNG\PNG_ohne_Rahmen\Buchstaben_Schreiben\_schraegstrich.png
